Text,Intent
"Hi there, I'm interested in booking a domestic flight with SkyWings. Can you please let me know what documents are required for a domestic flight?",Travel Documents
"Hey, I'm having some issues with my flight ticket. I'm wondering if you guys have any cool stickers I can use to decorate my luggage. You know, like those cute stickers you see on Instagram. Also, do you have any advice on how to get the best deal on snacks at the airport? I heard there's a new snack bar that just opened up and I really want to try it out. Thanks in advance!
",Irrelevant
"Hello, I have a question regarding my baggage allowance for my upcoming domestic flight with SkyWings. Can you please clarify if there are any restrictions or additional charges for exceeding the standard baggage weight limit? I would greatly appreciate your assistance in this matter. Thank you.",Baggage
"Hi there, I'm a frequent flyer with SkyWings and I'm interested in learning more about the airline's efforts to reduce in-flight waste. Could you please provide some information on the initiatives SkyWings has implemented to promote sustainability? I appreciate any insights you can share on this topic. Thank you.",Other
"I'm sorry to hear that you are experiencing difficulties with your recent domestic flight with SkyWings. Could you please provide me with your booking details, including your flight number and date of travel? I'll do my best to assist you with your inquiry.",Customer Support
I'm looking to book a domestic flight within India and was wondering if you could provide me with the latest flight timings for my desired route? I appreciate any help you can offer.,Flight Operations
"Hello, I am planning a domestic flight within India and I was wondering which aircraft SkyWings operates on this route. Could you please provide me with this information?",Flight Operations
"Hello, what currencies do you accept for online transactions?",Fares And Payments
Hello. I'd like to know which credit and debit cards are accepted by SkyWings.,Fares And Payments
Hi there! I'm planning a trip to Delhi tomorrow and was wondering if you could provide me with some information about the weather forecast. Would it be possible to know if there's any chance of rain or extreme temperatures tomorrow? Thank you in advance for your help!,Irrelevant
"Hi there! I'm interested in booking a domestic flight with SkyWings. Can you please tell me which payment methods are accepted for domestic flight bookings?
",Fares And Payments
